"Pin Code","OLD","Name of Location ","State Name","Zone","Region","Cntrl St.","EXP","CGO","SFC","To Pay","COD","Station Type "
182204,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
182220,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
182301,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
182311,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
184101,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
184102,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
184104,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
184121,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
184144,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
185131,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
185153,"IXJ","Jammu","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
190001,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
190002,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
190003,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
190004,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
190005,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
190006,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
190007,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
190008,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
190009,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
190010,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
190011,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
190012,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
190014,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
190015,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
190016,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
190017,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
191201,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
192101,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
192102,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
192129,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
192301,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
192303,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
193101,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
193201,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
193222,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
193401,"SXR","Srinagar","Jammu & Kashmir","C","North","DEL","Y","Y","Y","N","N","Associate Station"
201001,"GZD","GZD","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
201002,"GZD","GZD","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
201003,"GZD","GZD","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
201004,"GZD","GZD","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Special delivery"
201005,"GZD","GZD","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
201006,"GZD","GZD","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
201007,"GZD","GZD","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
201008,"GZD","GZD","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Special delivery"
201009,"GZD","GZD","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
201010,"GZD","GZD","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
201301,"NOI","DEL","Uttar Pradesh","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
201303,"NOI","DEL","Uttar Pradesh","A","North","DEL","Y","Y","Y","Y","Y","Aramex Own Station"
202411,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
202412,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
208001,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208002,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208003,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208004,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208005,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208006,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208007,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208008,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208009,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208010,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208011,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208012,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208013,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208014,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208015,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208016,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208017,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208018,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208019,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208020,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208021,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208022,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208023,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208024,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208025,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208026,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208027,"KNU","Kanpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
208039,"KNU","Kanpur","Uttar Pradesh","C","North","DEL","Y","Y","Y","Y","Y","Associate Station"
209261,"KNU","Kanpur","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
209801,"KNU","Kanpur","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
211001,"IXD","Allahabad","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
211002,"IXD","Allahabad","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
211003,"IXD","Allahabad","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
211004,"IXD","Allahabad","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
211005,"IXD","Allahabad","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
211006,"IXD","Allahabad","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
211007,"IXD","Allahabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
211008,"IXD","Allahabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
211011,"IXD","Allahabad","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
211012,"IXD","Allahabad","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
211013,"IXD","Allahabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
211015,"IXD","Allahabad","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
211016,"IXD","Allahabad","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
211017,"IXD","Allahabad","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
211018,"IXD","Allahabad","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
212404,"IXD","Allahabad","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
221001,"VNS","Varanasi","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
221002,"VNS","Varanasi","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
221003,"VNS","Varanasi","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
221004,"VNS","Varanasi","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
221005,"VNS","Varanasi","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
221006,"VNS","Varanasi","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
221007,"VNS","Varanasi","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","Y","Associate Station"
221008,"VNS","Varanasi","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
221009,"VNS","Varanasi","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
221010,"VNS","Varanasi","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","Y","Associate Station"
224001,"FAZ","Faridabad","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
226001,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226002,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226003,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226004,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226005,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226006,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226007,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226008,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226009,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226010,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226011,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226012,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226013,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226014,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226015,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226016,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226017,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226018,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226019,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226020,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226021,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226022,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226023,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226024,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
226025,"LKO","Lucknow","Uttar Pradesh",,"North","DEL","Y","N","N","N","Y","Associate Station"
242021,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
242401,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
243001,"BRL","BARELILY","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
243002,"BRL","BARELILY","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
243003,"BRL","BARELILY","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
243004,"BRL","BARELILY","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
244001,"MBD","Moradabad","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
244221,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
244231,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
244241,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
244501,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
244713,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
244715,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
244901,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
245101,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
246149,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
246701,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
246725,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
246733,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
246746,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
246761,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
246762,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
246763,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
247001,"SHR","SIKAR","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
248001,"DDN","DEHARADUN","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
251001,"MZR","Muzaffarpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
251002,"MZR","Muzaffarpur","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
251003,"MZR","Muzaffarpur","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
263148,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
263152,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
263153,"MBD","Moradabad","Uttar Pradesh","C","North","DEL","Y","Y","Y","N","N","Associate Station"
273001,"GKP","Gorakhpur","Uttar Pradesh","B","North","DEL","Y","Y","Y","N","N","Associate Station"
282001,"AGR","Agra","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
282002,"AGR","Agra","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
282003,"AGR","Agra","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
282004,"AGR","Agra","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
282005,"AGR","Agra","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
282006,"AGR","Agra","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
282007,"AGR","Agra","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
282008,"AGR","Agra","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
282009,"AGR","Agra","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
282010,"AGR","Agra","Uttar Pradesh","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
301001,"LWA","Jaipur","Rajasthan","B","North","DEL","Y","Y","Y","N","N","Special delivery"
301019,"BHI","Bhillai","Rajasthan","B","North","DEL","Y","Y","Y","N","N","Associate Station"
302001,"JAI","Jaipur","Rajasthan","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
302002,"JAI","Jaipur","Rajasthan","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
302003,"JAI","Jaipur","Rajasthan","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
302004,"JAI","Jaipur","Rajasthan","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
302005,"JAI","Jaipur","Rajasthan","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
302006,"JAI","Jaipur","Rajasthan","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
302007,"JAI","Jaipur","Rajasthan","C","North","DEL","Y","Y","Y","Y","Y","Associate Station"
302008,"JAI","Jaipur","Rajasthan","C","North","DEL","Y","Y","Y","Y","Y","Associate Station"
302009,"JAI","Jaipur","Rajasthan","C","North","DEL","Y","Y","Y","Y","Y","Associate Station"
302010,"JAI","Jaipur","Rajasthan","C","North","DEL","Y","Y","Y","Y","Y","Associate Station"
302011,"JAI","Jaipur","Rajasthan","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
302012,"JAI","Jaipur","Rajasthan","C","North","DEL","Y","Y","Y","Y","Y","Associate Station"
302013,"JAI","Jaipur","Rajasthan","C","North","DEL","Y","Y","Y","Y","Y","Associate Station"
302014,"JAI","Jaipur","Rajasthan","C","North","DEL","Y","Y","Y","Y","Y","Associate Station"
302015,"JAI","Jaipur","Rajasthan","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
302016,"JAI","Jaipur","Rajasthan","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
302017,"JAI","Jaipur","Rajasthan","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
302018,"JAI","Jaipur","Rajasthan","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
302019,"JAI","Jaipur","Rajasthan","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
302020,"JAI","Jaipur","Rajasthan","B","North","DEL","Y","Y","Y","Y","Y","Associate Station"
